responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
78072,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,6,so,so,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
78072,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,7,once,once,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
78072,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
78072,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
78072,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
78072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,11,giving,giving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,12,to eating,to eating,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No matter how,No matter how,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,14,since,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,15,ordered,ordered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
61824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
189160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87985,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,21,explained,explained,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87985,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87985,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87985,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87985,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87987,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
87993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,376,85,1160457.800000012,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,376,85,1160504.900000006,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,433,113,,hover,16.80000001192093,16.80000001192093,0.0855467827521503,0.295937577068791,19,101.16249465942383,429.6099937438965,141.16250228881836,469.2375068664551,1,1,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,139,1160558.400000006,,,,,,,111.1624984741211,469.2375183105469,131.1624984741211,531.2750205993652,1,2,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,472,125,,hover,33.39999997615814,33.39999997615814,0.5925848698829611,0.9459374530911535,19,101.16249465942383,469.2375068664551,141.16250228881836,531.2750225067139,1,2,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,17, their ,538,152,,hover,16.80000001192093,16.80000001192093,0.19300396228266406,0.2709373911023348,19,141.16250228881836,530.2750186920166,181.1625099182129,570.3000068664551,2,4,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,582,165,,hover,16.599999994039536,16.599999994039536,0.20517307121125766,0.595937329113516,19,141.16250228881836,570.3000068664551,181.1625099182129,627.3250007629395,2,5,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,633,177,1160608.199999988,,,,,,,151.16250610351562,627.3250122070312,171.16250610351562,681.3625144958496,2,6,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,19, raised. ,633,177,,hover,16.5,16.5,0.09845589642524956,0.8959372718930679,19,141.16250228881836,627.3250007629395,181.1625099182129,684.9650146484375,2,6,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160657.900000006,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160701.800000012,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160754.699999988,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160801.699999988,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160851.300000012,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160910,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1160957,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1161002.699999988,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1161051.199999988,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1161101.300000012,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1161157,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,713,196,1161203.800000012,,,,,,,,,,,,,,,,,,,,2026-09-22T01:15:14.414Z,,2026-09-21,2026-09-21,20:15:14,2026-09-21 20:15:14,2026-09-22T02:49:41.565Z,5667151,,,,,,2026-09-21,21:49:41,2026-09-21 21:49:41,5667151
