responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
56769,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,spotlight_PROLIFIC,welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.669Z,E2J45KCX,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,1786293910582,NaN,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,697acd5136e6f14eea2b437d,spotlight_PROLIFIC,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
429672,,,,,,demographics_onestop,30,Brazil,Portuguese,"Portuguese, English, Spanish",Spanish,Portuguese:60|English:35|Spanish:5,100,Portuguese:70|English:25|Spanish:5,100,Portuguese:80|English:15|Spanish:5,100,22,4,Bachelor's,10,10,9,10,10,10,8,19,13,18,CEFR,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
429672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147805,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Only for half an hour.,Only for half an hour.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147805,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,2,We can't decide.,We can't decide.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147806,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Would you like some help?,Would you like some help?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147806,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I'll just check for you.,I'll just check for you.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147806,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I'm too tired.,I'm too tired.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
147806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,6,so,so,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,7,once,once,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
30871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,11,giving,giving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,12,to eating,to eating,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No matter how,No matter how,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,14,since,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,15,ordered,ordered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
93835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368453,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368453,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368453,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368453,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368453,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
368454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450447,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,21,explained,explained,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450447,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450447,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450447,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,24,return,retrace,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450447,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
450455,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,C1,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09T15:57:59.670Z,,2026-08-09,2026-08-09,12:57:59,2026-08-09 12:57:59,2026-08-09T16:45:11.284Z,2831614,,,,,,2026-08-09,13:45:11,2026-08-09 13:45:11,2831614
