responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
37168,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,6,so,so,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
37168,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,7,once,once,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
37168,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
37168,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
37168,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
37168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,11,giving,giving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,12,to eating,to eating,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,13,However much,No matter how,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,14,that,that,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,15,ordered,ordered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
52912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
66304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48535,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,21,explained,explained,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48536,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48536,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48536,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48536,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48542,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
48558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,244,86,564423.5999999046,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,244,86,564484.5,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,244,86,564531.7000000477,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,366,127,,hover,36.200000047683716,36.200000047683716,0.7231360740803662,0.95625,19,93.75,341.1354331970215,133.75,403.1770992279053,1,2,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,17, their ,404,136,564574.899999857,,,,,,,143.75,402.19793701171875,163.75,442.2187728881836,2,4,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,17, their ,404,136,,hover,49.90000009536743,49.90000009536743,0.8945858536948038,0.20625,19,133.75,402.1979331970215,173.75,442.2187614440918,2,4,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,445,142,564624.5,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,451,143,564673.7000000477,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,454,143,564724.0999999046,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,456,142,564779.7000000477,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,458,142,564837,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,466,143,564876.399999857,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,470,144,564934.7000000477,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,18, collars ,479,148,564974,,,,,,,143.75,442.21875,163.75,499.23958587646484,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,445,142,,hover,400,400,0.9782607561259723,0.53125,19,133.75,442.2187614440918,173.75,499.2395896911621,2,5,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,508,156,565028.2999999523,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,520,156,565076.399999857,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,528,156,565124.5,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,530,156,565182.5999999046,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,536,155,565224.2999999523,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,540,155,565285.5999999046,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,540,154,565337.5,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,541,152,565373.7000000477,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,19, raised. ,536,146,565428.5,,,,,,,143.75,499.2395935058594,163.75,553.2708435058594,2,6,,,,,,,,,,2026-08-03T05:58:50.040Z,,2026-08-03,2026-08-03,01:58:50,2026-08-03 01:58:50,2026-08-03T06:30:09.841Z,1879801,,,,,,2026-08-03,02:30:09,2026-08-03 02:30:09,1879801
