responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
817,raw_position_sample,2,1,ele,6,4,15,16,86, radiomagnetic ,698,374,358030,EmTest3,EmTest3,350.066650390625,622.6500244140625,370.066650390625,740.7666931152344,7,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
867,raw_position_sample,2,1,ele,6,4,15,16,86, radiomagnetic ,675,364,358081,EmTest3,EmTest3,350.066650390625,622.6500244140625,370.066650390625,740.7666931152344,7,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
873,hover_association,2,1,ele,6,4,15,16,86, radiomagnetic ,734,386,,EmTest3,EmTest3,340.066650390625,622.6499938964844,400.066650390625,740.7666778564453,7,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,78,78,0.4432058566871143,0.39888916015625,128,,,,,,,,,,,,,,,EmTest3,EmTest3
886,hover_association,2,1,ele,6,4,15,16,43, discovery ,507,244,,EmTest3,EmTest3,220.06666564941406,495.5166702270508,260.06665802001953,576.5666580200195,4,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,12,12,0.14168206665597327,0.5983334728877016,128,,,,,,,,,,,,,,,EmTest3,EmTest3
902,hover_association,2,1,ele,6,4,15,16,42, landscape ,493,228,,EmTest3,EmTest3,220.06666564941406,408.41668701171875,260.06665802001953,495.5166702270508,4,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.9711059619744247,0.19833339659374172,128,,,,,,,,,,,,,,,EmTest3,EmTest3
923,raw_position_sample,2,1,ele,6,4,15,16,29, sure ,467,194,358136,EmTest3,EmTest3,190.06666564941406,457.45001220703125,210.06666564941406,497.4833526611328,3,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
935,hover_association,2,1,ele,6,4,15,16,29, sure ,472,202,,EmTest3,EmTest3,180.06666564941406,457.45001220703125,220.06666564941406,497.4833450317383,3,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.2385509054363534,0.34833335876464844,128,,,,,,,,,,,,,,,EmTest3,EmTest3
951,hover_association,2,1,ele,6,4,15,16,16, which ,462,178,,EmTest3,EmTest3,140.06666564941406,459.433349609375,180.06666564941406,510.4666748046875,2,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.050293614629304054,0.9483333587646484,128,,,,,,,,,,,,,,,EmTest3,EmTest3
974,raw_position_sample,2,1,ele,6,4,15,16,15," skies, ",457,158,358186,EmTest3,EmTest3,150.06666564941406,408.41668701171875,170.06666564941406,459.433349609375,2,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1000,hover_association,2,1,ele,6,4,15,16,15," skies, ",458,166,,EmTest3,EmTest3,140.06666564941406,408.41668701171875,180.06666564941406,459.433349609375,2,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49,49,0.8542956510503591,0.048333358764648435,128,,,,,,,,,,,,,,,EmTest3,EmTest3
1023,raw_position_sample,2,1,ele,6,4,15,16,1, Wise ,444,121,358236,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1073,raw_position_sample,2,1,ele,6,4,15,16,1, Wise ,441,112,358287,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1123,raw_position_sample,2,1,ele,6,4,15,16,1, Wise ,441,112,358337,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1174,raw_position_sample,2,1,ele,6,4,15,16,1, Wise ,441,113,358388,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1225,raw_position_sample,2,1,ele,6,4,15,16,1, Wise ,453,119,358438,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1234,hover_association,2,1,ele,6,4,15,16,1, Wise ,450,134,,EmTest3,EmTest3,100.06666564941406,404.66668701171875,140.06666564941406,453.41668701171875,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,234,234,0.9914525741185898,0.47333335876464844,128,,,,,,,,,,,,,,,EmTest3,EmTest3
1275,raw_position_sample,2,1,ele,6,4,15,16,2, agrees ,468,122,358489,EmTest3,EmTest3,110.06666564941406,453.41668701171875,130.06666564941406,513.4833526611328,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1317,hover_association,2,1,ele,6,4,15,16,2, agrees ,458,122,,EmTest3,EmTest3,100.06666564941406,453.41668701171875,140.06666564941406,513.4833450317383,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83,83,0.9253605048204274,0.5483333587646484,128,,,,,,,,,,,,,,,EmTest3,EmTest3
1326,raw_position_sample,2,1,ele,6,4,15,16,3, that ,533,125,358539,EmTest3,EmTest3,110.06666564941406,513.4833374023438,130.06666564941406,548.5166625976562,1,3,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1335,hover_association,2,1,ele,6,4,15,16,3, that ,533,125,,EmTest3,EmTest3,100.06666564941406,513.4833450317383,140.06666564941406,548.5166625976562,1,3,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.5570884039611602,0.6233333587646485,128,,,,,,,,,,,,,,,EmTest3,EmTest3
1376,raw_position_sample,2,1,ele,6,4,15,16,4, Northumberland ,610,135,358589,EmTest3,EmTest3,110.06666564941406,548.5166625976562,130.06666564941406,682.6499938964844,1,4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1401,hover_association,2,1,ele,6,4,15,16,4, Northumberland ,559,126,,EmTest3,EmTest3,100.06666564941406,548.5166625976562,140.06666564941406,682.6500091552734,1,4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.5702037514548272,0.9983333587646485,128,,,,,,,,,,,,,,,EmTest3,EmTest3
1427,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358639,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1477,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358690,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1527,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358740,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1578,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358791,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1629,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358842,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1679,raw_position_sample,2,1,ele,6,4,15,16,20, He ,630,142,358892,EmTest3,EmTest3,150.06666564941406,622.5499877929688,170.06666564941406,650.566650390625,2,6,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
