responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
34733,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
34733,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
34733,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
34733,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
34733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30167,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,21,would explain,explained,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30167,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30167,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30167,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30167,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30172,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,22,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
30181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,439,114,409992.3999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410043.5,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410093.69999999925,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410142.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410192.8999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410243,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410293.1000000015,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410343.5,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410393.3999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,421,114,410443.5,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410492.30000000075,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410543.5,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410593.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410642.8999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410693.3999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410742.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410793,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410842.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,419,113,410893.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,420,113,410942.3999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,420,113,410992.8999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,422,111,411042.1000000015,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,423,111,411092.3999999985,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,441,115,411143.69999999925,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,498,134,411192.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,15, fog ,546,149,,hover,17.399999998509884,17.399999998509884,0.3531095498308613,0.0794921875,19,145.8203125,535.3984375,185.8203125,565.421875,2,2,,,,,,,,,,2026-08-03T05:15:09.133Z,,2026-08-02,2026-08-02,22:15:09,2026-08-02 22:15:09,2026-08-03T06:10:33.162Z,3324029,,,,,,2026-08-02,23:10:33,2026-08-02 23:10:33,3324029
