responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
41669,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
41669,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
41669,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,20,light,little,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
41669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43483,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,21,would explain,explained,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43483,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43483,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43483,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43483,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43489,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,22,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
43497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,240,83,295638.700000003,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,310,108,,hover,8.200000002980232,8.200000002980232,0.3589844673973031,0.369921875,19,93.203125,295.771875,133.203125,335.40625,1,1,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,339,116,295688.6000000015,,,,,,,102.703125,335.40625,123.703125,397.453125,1,2,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,339,116,,hover,16.699999999254942,16.699999999254942,0.5736590279526568,0.769921875,19,93.203125,335.40625,133.203125,397.453125,1,2,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,405,132,,hover,8.399999998509884,8.399999998509884,0.184,0.969921875,19,93.203125,397.453125,133.203125,438.46875,1,3,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,449,142,,hover,16.699999999254942,16.699999999254942,0.9035352151274322,0.469921875,19,133.203125,436.484375,173.203125,493.5,2,5,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,19, raised. ,531,162,,hover,9.100000001490116,9.100000001490116,0.6506533644201055,0.719921875,19,133.203125,493.5,173.203125,551.134375,2,6,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,581,175,295738.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,295788.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,295838.80000000075,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,295888.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,295938.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,295988.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,621,187,296039.200000003,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,512,174,296089.200000003,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,18, collars ,488,168,,hover,24.699999999254942,24.699999999254942,0.06166072896684023,0.569921875,19,133.203125,436.484375,173.203125,493.5,2,5,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,17, their ,417,149,,hover,8.300000000745058,8.300000000745058,0.5132708821233412,0.394921875,19,133.203125,396.453125,173.203125,436.484375,2,4,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,16, with ,373,139,296139,,,,,,,142.703125,359.4375,163.703125,396.453125,2,3,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,16, with ,394,144,,hover,16.800000000745058,16.800000000745058,0.3663993246095399,0.144921875,19,133.203125,359.4375,173.203125,396.453125,2,3,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,15, fog ,354,134,,hover,8.299999997019768,8.299999997019768,0.8189386056191468,0.019921875,19,133.203125,329.40625,173.203125,359.4375,2,2,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,339,131,,hover,8.400000002235174,8.400000002235174,0.05791991941576429,0.944921875,19,93.203125,335.40625,133.203125,397.453125,1,2,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,301,123,296188.700000003,,,,,,,102.703125,299.375,123.703125,335.40625,1,1,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,323,127,,hover,41.399999998509884,41.399999998509884,0.005755736024599288,0.744921875,19,93.203125,295.771875,133.203125,335.40625,1,1,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,287,123,296238.6000000015,,,,,,,,,,,,,,,,,,,,,,2026-07-13T18:56:54.916Z,,2026-07-13,2026-07-13,14:56:54,2026-07-13 14:56:54,2026-07-13T19:19:10.647Z,1335731,,,,,,2026-07-13,15:19:10,2026-07-13 15:19:10,1335731
