responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2515,raw_position_sample,2,3,adv,24,1,44,45,-1,999,535,384,1421199.700000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,hover_association,2,3,adv,24,1,44,45,80, who ,479,307,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.699999809265137,16.699999809265137,0.9613725087322786,0.359375,98,292.625,442.4453125,332.625,480.46875,6,3,,,,,,,,,,,
2562,raw_position_sample,2,3,adv,24,1,44,45,34, credit-card ,410,187,1421246.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.375,367.3828125,202.875,457.4140625,3,2,,,,,,,,,,,
2568,hover_association,2,3,adv,24,1,44,45,34, credit-card ,410,187,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.59999990463257,16.59999990463257,0.47335994446372787,0.359375,98,172.625,367.3828125,212.625,457.4140625,3,2,,,,,,,,,,,
2612,raw_position_sample,2,3,adv,24,1,44,45,-1,999,410,187,1421296.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,raw_position_sample,2,3,adv,24,1,44,45,-1,999,410,187,1421346.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,raw_position_sample,2,3,adv,24,1,44,45,-1,999,410,187,1421396.700000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,raw_position_sample,2,3,adv,24,1,44,45,17, modern ,395,155,1421447.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.375,346.375,162.875,412.4140625,2,1,,,,,,,,,,,
2785,hover_association,2,3,adv,24,1,44,45,17, modern ,398,158,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,36.69999980926514,36.69999980926514,0.6908789778776766,0.484375,98,132.625,346.375,172.625,412.4140625,2,1,,,,,,,,,,,
2803,hover_association,2,3,adv,24,1,44,45,1, Agios ,378,130,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.1999998092651367,1.1999998092651367,0.6566312721215907,0.934375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2812,raw_position_sample,2,3,adv,24,1,44,45,-1,999,378,130,1421496.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,hover_association,2,3,adv,24,1,44,45,1, Agios ,370,118,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.30000019073486,33.30000019073486,0.339496148240683,0.309375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2861,raw_position_sample,2,3,adv,24,1,44,45,-1,999,361,105,1421545.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,97,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.2462211118051219,0.109375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2886,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,97,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.2462211118051219,0.109375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2911,raw_position_sample,2,3,adv,24,1,44,45,-1,999,356,97,1421596,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,98,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8000001907348633,0.8000001907348633,0.2462211118051219,0.134375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2952,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,99,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8000001907348633,0.8000001907348633,0.2462211118051219,0.159375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2962,raw_position_sample,2,3,adv,24,1,44,45,-1,999,356,99,1421646.3000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,101,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.2462211118051219,0.209375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
2986,hover_association,2,3,adv,24,1,44,45,1, Agios ,356,102,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.2462211118051219,0.234375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
3013,raw_position_sample,2,3,adv,24,1,44,45,1, Agios ,357,105,1421697.200000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,346.375,122.875,396.40625,1,1,,,,,,,,,,,
3062,raw_position_sample,2,3,adv,24,1,44,45,1, Agios ,360,111,1421746.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,346.375,122.875,396.40625,1,1,,,,,,,,,,,
3112,raw_position_sample,2,3,adv,24,1,44,45,1, Agios ,363,111,1421797,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,346.375,122.875,396.40625,1,1,,,,,,,,,,,
3162,raw_position_sample,2,3,adv,24,1,44,45,1, Agios ,372,111,1421846.5,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,346.375,122.875,396.40625,1,1,,,,,,,,,,,
3202,hover_association,2,3,adv,24,1,44,45,1, Agios ,357,105,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,200,200,0.8991463668540496,0.459375,98,92.625,342.8013392857143,132.625,396.40625,1,1,,,,,,,,,,,
3211,raw_position_sample,2,3,adv,24,1,44,45,2, Efstratios ,403,111,1421896.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,396.40625,122.875,476.4375,1,2,,,,,,,,,,,
3262,raw_position_sample,2,3,adv,24,1,44,45,2, Efstratios ,448,119,1421946.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,396.40625,122.875,476.4375,1,2,,,,,,,,,,,
3269,hover_association,2,3,adv,24,1,44,45,2, Efstratios ,403,111,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67.10000038146973,67.10000038146973,0.8445919562670832,0.734375,98,92.625,396.40625,132.625,476.4375,1,2,,,,,,,,,,,
3286,hover_association,2,3,adv,24,1,44,45,3, is ,479,125,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.9000000953674316,0.9000000953674316,0.1423611111111111,0.809375,98,92.625,476.4375,132.625,494.4375,1,3,,,,,,,,,,,
3302,hover_association,2,3,adv,24,1,44,45,3, is ,488,126,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.6423611111111112,0.834375,98,92.625,476.4375,132.625,494.4375,1,3,,,,,,,,,,,
3312,raw_position_sample,2,3,adv,24,1,44,45,-1,999,488,126,1421996.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,hover_association,2,3,adv,24,1,44,45,4, so ,497,127,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.7999997138977051,0.7999997138977051,0.10670136629798309,0.859375,98,92.625,494.4375,132.625,518.453125,1,4,,,,,,,,,,,
3362,raw_position_sample,2,3,adv,24,1,44,45,-1,999,497,127,1422047.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,raw_position_sample,2,3,adv,24,1,44,45,-1,999,497,127,1422097.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,raw_position_sample,2,3,adv,24,1,44,45,-1,999,497,127,1422146.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,raw_position_sample,2,3,adv,24,1,44,45,-1,999,497,127,1422196.5999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,raw_position_sample,2,3,adv,24,1,44,45,-1,999,497,127,1422246.9000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,hover_association,2,3,adv,24,1,44,45,4, so ,498,127,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,2.4000000953674316,2.4000000953674316,0.1483409238776838,0.859375,98,92.625,494.4375,132.625,518.453125,1,4,,,,,,,,,,,
3612,raw_position_sample,2,3,adv,24,1,44,45,-1,999,498,127,1422296.700000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,hover_association,2,3,adv,24,1,44,45,4, so ,505,124,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.1999998092651367,1.1999998092651367,0.4398178269355888,0.784375,98,92.625,494.4375,132.625,518.453125,1,4,,,,,,,,,,,
3652,hover_association,2,3,adv,24,1,44,45,4, so ,516,120,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.8978529603122967,0.684375,98,92.625,494.4375,132.625,518.453125,1,4,,,,,,,,,,,
3662,raw_position_sample,2,3,adv,24,1,44,45,5," remote, ",531,115,1422347.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,518.453125,122.875,584.4765625,1,5,,,,,,,,,,,
3702,hover_association,2,3,adv,24,1,44,45,5," remote, ",531,115,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.8716128268843923,0.384375,98,92.625,518.453125,132.625,584.4765625,1,5,,,,,,,,,,,
3712,raw_position_sample,2,3,adv,24,1,44,45,6, so ,591,107,1422396.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,584.4765625,122.875,608.4921875,1,6,,,,,,,,,,,
3735,hover_association,2,3,adv,24,1,44,45,6, so ,591,107,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.39999961853027,33.39999961853027,0.8545868575146389,0.359375,98,92.625,584.4765625,132.625,608.4921875,1,6,,,,,,,,,,,
3762,raw_position_sample,2,3,adv,24,1,44,45,7, forgotten ,624,107,1422446.200000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,608.4921875,122.875,684.546875,1,7,,,,,,,,,,,
3812,raw_position_sample,2,3,adv,24,1,44,45,7, forgotten ,649,109,1422496.8000001907,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,608.4921875,122.875,684.546875,1,7,,,,,,,,,,,
3862,raw_position_sample,2,3,adv,24,1,44,45,7, forgotten ,678,113,1422546.5999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,608.4921875,122.875,684.546875,1,7,,,,,,,,,,,
3869,hover_association,2,3,adv,24,1,44,45,7, forgotten ,615,107,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,133.30000019073486,133.30000019073486,0.9139188495120698,0.509375,98,92.625,608.4921875,132.625,684.546875,1,7,,,,,,,,,,,
3913,raw_position_sample,2,3,adv,24,1,44,45,8, by ,699,114,1422597.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,684.546875,122.875,708.5625,1,8,,,,,,,,,,,
3963,raw_position_sample,2,3,adv,24,1,44,45,8, by ,702,114,1422647.200000286,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,684.546875,122.875,708.5625,1,8,,,,,,,,,,,
4013,raw_position_sample,2,3,adv,24,1,44,45,8, by ,702,114,1422697.4000000954,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,684.546875,122.875,708.5625,1,8,,,,,,,,,,,
4062,raw_position_sample,2,3,adv,24,1,44,45,8, by ,702,114,1422747.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,684.546875,122.875,708.5625,1,8,,,,,,,,,,,
4113,raw_position_sample,2,3,adv,24,1,44,45,8, by ,702,114,1422797.5999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,684.546875,122.875,708.5625,1,8,,,,,,,,,,,
4152,hover_association,2,3,adv,24,1,44,45,8, by ,686,114,,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,283.40000009536743,283.40000009536743,0.9349381912817176,0.534375,98,92.625,684.546875,132.625,708.5625,1,8,,,,,,,,,,,
4162,raw_position_sample,2,3,adv,24,1,44,45,9, the ,716,114,1422847.0999999046,33916,33916,advanced,1,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,708.5625,122.875,738.5859375,1,9,,,,,,,,,,,
