responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
31131,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,6,so,so,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31131,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,7,once,once,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31131,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31131,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31131,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,11,giving,giving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,12,to eating,to eating,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,13,No matter how,No matter how,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,14,since,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,15,ordered,ordered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
28209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,19,possibility,opportunity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,20,light,little,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
101723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41694,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,21,explained,explained,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41694,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41694,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,23,strongly,highly,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41694,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41694,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41697,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,,,20,25,B2,intermediate|advanced,intermediate|advanced,cambridge_15_21_random_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,132,104,354208.7999999523,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,122,97,354262.39999997616,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,122,97,354319,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,122,97,354365.7999999523,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,122,93,354407.5,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,126,90,354463,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,130,90,354509,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,171,87,354562.89999997616,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,260,87,354613,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,271,88,354657.10000002384,,,,,,,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,290,105,354709.7999999523,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,296,110,354771.89999997616,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,296,110,354819.2999999523,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,296,110,354866.89999997616,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,296,110,354912.60000002384,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,297,110,354960.2000000477,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,298,110,355007.2000000477,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,298,110,355059.7999999523,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,278,106,355112.2000000477,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,272,106,355161.7999999523,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,266,106,355208.60000002384,98.0625,241.40625,118.0625,303.453125,1,2,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,273,89,,88.0625,241.40625,128.0625,303.453125,1,2,hover,600,600,0.0418030722739864,0.5234375,19,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,237,111,355263.2000000477,98.0625,205.375,118.0625,241.40625,1,1,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,230,113,355312.89999997616,98.0625,205.375,118.0625,241.40625,1,1,,,,,,,,,,,,,,,,2026-07-14T19:00:51.231Z,,2026-07-14,2026-07-14,15:00:51,2026-07-14 15:00:51,2026-07-14T19:30:27.182Z,1775951,,,,,,2026-07-14,15:30:27,2026-07-14 15:30:27,1775951
