participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,word_index,WordIndex,word,response,response_correct,line_number,position_in_line,click_count,skipped,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,go_past_time_ms,Wilcox go past,IA_REGRESSION_IN,IA_REGRESSION_OUT,text_total_viewing_time_ms,first_click_x,first_click_duration_ms,total_duration_ms,next_click_regression,first_click_y,x_distance_from_previous_click_px,x_distance_from_previous_click_chars,first_click_x_from_word_left_chars,first_click_x_from_word_center_chars,first_click_x_from_line_start_px,first_click_x_from_line_start_chars,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,1,1, The ,No,1,1,1,3,0,717,1166.8999999994412,716.7999999998137,717,,1,0,16408,659,716.7999999998137,1166.8999999994412,0,132,-5.00,-0.6308,4.6964,2.1964,37.23,4.6964,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,2,2, coastal ,No,1,1,2,4,0,450,1149.2000000001863,449.89999999990687,700,1402,1,1,16408,664,449.89999999990687,1149.2000000001863,0,125,,,0.3762,-4.1238,42.23,6.1253,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,3,3, tram ,No,1,1,3,2,0,383,566.6000000000931,383.20000000018626,383,398,0,0,16408,729,383.20000000018626,566.6000000000931,0,140,60.00,8.7771,0.8114,-2.1886,107.23,15.6859,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,4,4, arrived ,No,1,1,4,3,0,334,816.5,333.5,334,352,0,0,16408,770,333.5,816.5,0,141,41.00,6.1468,0.8293,-3.6707,148.23,22.2226,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,5,5,,No,1,,,0,1,,,,,,,,16408,,,,,,,,,,,,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,6,6, the ,No,1,1,6,1,0,233,233.39999999990687,233.39999999990687,233,,0,0,16408,848,233.39999999990687,233.39999999990687,0,130,73.00,12.1540,0.5801,-1.9199,226.23,37.6655,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,7,7, station ,No,1,1,7,2,0,333,566.3999999999069,332.89999999990687,333,349,0,0,16408,880,332.89999999990687,566.3999999999069,0,139,110.00,17.0552,0.8455,-3.6545,258.23,40.0375,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,8,8, two ,No,1,1,8,2,0,250,549.6000000005588,249.8000000002794,250,250,0,0,16408,940,249.8000000002794,549.6000000005588,0,140,60.00,9.0866,1.1216,-1.3784,318.23,48.1936,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,9,9, minutes ,No,1,1,9,2,0,350,550,350.1999999997206,350,339,0,0,16408,969,350.1999999997206,550,,141,29.00,3.8365,0.4486,-4.0514,347.23,45.9356,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
ZTF9EKZ3,698b8f9e26c1d1abf815c84c,2,int,,,900,1,10,10,,No,1,,,0,1,,,,,,,,16408,,,,,,,,,,,,Computer Mouse,Right,2026-07-02,2026-07-02,2026-07-02T18:49:43.034Z,13:49:43,2026-07-02 13:49:43,2026-07-02,2026-07-02T19:21:22.464Z,14:21:22,2026-07-02 14:21:22,1899430,1899430,spotlight-prolific
